Product,Sector,Category 1,Category 2,Material 1,Material 2,Weight,CarbonFootprint
43,1,2,7,4,4,1.0,3.0
42,1,2,7,4,4,1000.0,3420.0
42,1,2,7,4,4,1000.0,2580.0
42,1,2,7,4,4,1.0,2.54
41,1,2,7,4,4,1.0,2.2
40,1,2,7,4,4,1000.0,3010.0
40,1,2,7,4,4,1000.0,2760.0
40,1,2,7,4,4,1.0,2.69
38,1,2,7,4,4,1.0,2.0
37,1,2,7,4,4,1000.0,3400.0
37,1,2,7,4,4,1000.0,2910.0
37,1,2,7,4,4,1.0,3.56
588,1,2,7,4,4,1000.0,1200.0
587,1,2,7,4,4,1000.0,220.0
145,1,2,7,4,4,1000.0,850.0
216,5,5,7,8,3,1041.66666666667,2019.0
216,5,5,7,8,3,1041.66666666667,1280.0
367,5,5,7,4,4,1000.0,603.0
369,5,5,7,4,4,1000.0,520.0
368,5,5,7,4,4,1000.0,561.0
365,5,5,7,4,4,1000.0,947.0
366,5,5,7,4,4,1000.0,599.0
640,5,5,7,4,4,1000.0,240.0
240,7,8,4,4,4,0.354,0.944
241,7,8,4,4,4,0.195,0.531
239,3,4,4,4,4,1.98804,79.188
630,0,1,3,4,4,12.7,105.924
171,7,8,4,4,4,1.0,1.16
679,5,5,7,4,4,0.00235,0.0004
173,5,5,7,4,4,0.00235,0.00043
589,1,2,7,4,4,1.0,70.0
676,1,2,7,4,4,1.0,6.0
11,7,8,9,6,0,0.048,0.07
4,7,8,4,4,4,0.0434,0.01
217,7,8,4,1,3,1000.0,721.0
596,5,5,7,4,4,1.0,65.71
595,5,5,7,4,4,1.0,47.51
443,5,5,7,4,4,1.0,45.81
596,5,5,7,4,4,1.0,74.64
632,5,5,7,4,4,1.0,0.7
554,4,3,1,4,4,1000.0,3940.0
554,4,3,1,4,4,1000.0,410.0
553,4,3,1,4,4,1000.0,5340.0
553,4,3,1,4,4,1000.0,410.0
55,4,3,1,4,4,1000.0,2219.0
513,4,3,1,4,4,1000.0,6512.0
140,4,3,1,4,4,1000.0,720.0
678,6,0,8,4,4,1.3,50.0
675,2,4,4,4,4,1.0,2.923
650,6,0,8,6,0,6.4,409.0
649,6,0,8,2,3,6.4,409.0
457,3,4,4,5,3,1.3,213.17
7,3,4,4,8,3,9.26,1.672
84,0,1,3,4,4,450.0,502.0
85,0,1,3,4,4,450.0,446.0
542,3,4,4,4,4,26.0,2300.0
543,3,4,4,4,4,33.0,2400.0
108,3,4,4,4,4,13.0,491.0
6,3,4,6,6,0,24.0,573.0
109,3,4,4,4,4,25.600753,1400.0
110,3,4,4,4,4,115.0,1500.0
242,3,4,4,4,4,31.7,1200.0
243,3,4,4,4,4,19.0,2300.0
244,3,4,4,4,4,31.7,1300.0
540,3,4,4,4,4,19.0,2300.0
541,3,4,4,4,4,31.7,1300.0
185,3,4,4,8,3,5.89,140.1
186,3,4,4,8,3,5.89,140.1
560,3,4,4,4,4,7.0,690.0
71,0,1,3,4,4,1820.086,27588.0
71,0,1,3,4,4,1820.086,33933.0
71,0,1,3,4,4,1820.086,39100.0
68,0,1,3,4,4,1820.086,36386.0
141,2,4,4,4,4,1.0,2.42
148,1,2,7,4,4,1000.0,3025.0
210,3,4,4,4,4,2270.0,9328.0
319,0,1,3,4,4,2272.33,191687.0
298,4,3,1,4,4,1000.0,370.0
298,4,3,1,4,4,1000.0,211.0
275,4,3,1,4,4,1000.0,292.0
275,4,3,1,4,4,1000.0,210.0
12,3,4,4,4,4,0.0084,0.634
22,3,4,4,4,4,0.0084,0.691
13,3,4,4,4,4,0.0084,0.735
470,4,3,1,4,4,4.7,7.3
526,4,3,1,4,4,140000.0,167000.0
277,3,4,4,4,4,0.6,49.98
561,3,4,4,4,4,0.4082331,29.0
187,3,4,4,8,3,0.4082331,14.0
427,3,4,4,4,4,0.4082331,7.0
164,1,2,7,4,4,2.0,188.0
629,1,2,7,4,4,2.0,63.0
204,6,0,8,5,3,0.25,0.7
467,6,0,11,7,3,0.18,2.1
527,6,8,9,6,0,0.3,1.8
500,6,9,4,2,3,0.12,0.5
80,6,0,8,4,4,0.02,0.1
314,3,4,4,4,4,0.05,1.2
92,6,0,8,4,4,0.15,0.8
203,6,0,8,4,4,0.5,1.5
469,5,5,7,4,4,0.1,0.6
424,6,4,10,6,0,0.04,0.4
